Pkey,data2,data3,data4,data5,data6,data7,data8,data9,data10
4719,data2: 4719,data3: 4719,data4: 4719,data5: 4719,data6: 4719,data7: 4719,data8: 4719,data9: 4719,data10: 4719
4720,data2: 4720,data3: 4720,data4: 4720,data5: 4720,data6: 4720,data7: 4720,data8: 4720,data9: 4720,data10: 4720
4721,data2: 4721,data3: 4721,data4: 4721,data5: 4721,data6: 4721,data7: 4721,data8: 4721,data9: 4721,data10: 4721
4722,data2: 4722,data3: 4722,data4: 4722,data5: 4722,data6: 4722,data7: 4722,data8: 4722,data9: 4722,data10: 4722
4723,data2: 4723,data3: 4723,data4: 4723,data5: 4723,data6: 4723,data7: 4723,data8: 4723,data9: 4723,data10: 4723
4724,data2: 4724,data3: 4724,data4: 4724,data5: 4724,data6: 4724,data7: 4724,data8: 4724,data9: 4724,data10: 4724
4725,data2: 4725,data3: 4725,data4: 4725,data5: 4725,data6: 4725,data7: 4725,data8: 4725,data9: 4725,data10: 4725
4726,data2: 4726,data3: 4726,data4: 4726,data5: 4726,data6: 4726,data7: 4726,data8: 4726,data9: 4726,data10: 4726
4727,data2: 4727,data3: 4727,data4: 4727,data5: 4727,data6: 4727,data7: 4727,data8: 4727,data9: 4727,data10: 4727
4728,data2: 4728,data3: 4728,data4: 4728,data5: 4728,data6: 4728,data7: 4728,data8: 4728,data9: 4728,data10: 4728
4729,data2: 4729,data3: 4729,data4: 4729,data5: 4729,data6: 4729,data7: 4729,data8: 4729,data9: 4729,data10: 4729
4730,data2: 4730,data3: 4730,data4: 4730,data5: 4730,data6: 4730,data7: 4730,data8: 4730,data9: 4730,data10: 4730
4731,data2: 4731,data3: 4731,data4: 4731,data5: 4731,data6: 4731,data7: 4731,data8: 4731,data9: 4731,data10: 4731
4732,data2: 4732,data3: 4732,data4: 4732,data5: 4732,data6: 4732,data7: 4732,data8: 4732,data9: 4732,data10: 4732
4733,data2: 4733,data3: 4733,data4: 4733,data5: 4733,data6: 4733,data7: 4733,data8: 4733,data9: 4733,data10: 4733
4734,data2: 4734,data3: 4734,data4: 4734,data5: 4734,data6: 4734,data7: 4734,data8: 4734,data9: 4734,data10: 4734
4735,data2: 4735,data3: 4735,data4: 4735,data5: 4735,data6: 4735,data7: 4735,data8: 4735,data9: 4735,data10: 4735
4736,data2: 4736,data3: 4736,data4: 4736,data5: 4736,data6: 4736,data7: 4736,data8: 4736,data9: 4736,data10: 4736
4737,data2: 4737,data3: 4737,data4: 4737,data5: 4737,data6: 4737,data7: 4737,data8: 4737,data9: 4737,data10: 4737
4738,data2: 4738,data3: 4738,data4: 4738,data5: 4738,data6: 4738,data7: 4738,data8: 4738,data9: 4738,data10: 4738
4739,data2: 4739,data3: 4739,data4: 4739,data5: 4739,data6: 4739,data7: 4739,data8: 4739,data9: 4739,data10: 4739
4740,data2: 4740,data3: 4740,data4: 4740,data5: 4740,data6: 4740,data7: 4740,data8: 4740,data9: 4740,data10: 4740
4741,data2: 4741,data3: 4741,data4: 4741,data5: 4741,data6: 4741,data7: 4741,data8: 4741,data9: 4741,data10: 4741
4742,data2: 4742,data3: 4742,data4: 4742,data5: 4742,data6: 4742,data7: 4742,data8: 4742,data9: 4742,data10: 4742
4743,data2: 4743,data3: 4743,data4: 4743,data5: 4743,data6: 4743,data7: 4743,data8: 4743,data9: 4743,data10: 4743
4744,data2: 4744,data3: 4744,data4: 4744,data5: 4744,data6: 4744,data7: 4744,data8: 4744,data9: 4744,data10: 4744
4745,data2: 4745,data3: 4745,data4: 4745,data5: 4745,data6: 4745,data7: 4745,data8: 4745,data9: 4745,data10: 4745
4746,data2: 4746,data3: 4746,data4: 4746,data5: 4746,data6: 4746,data7: 4746,data8: 4746,data9: 4746,data10: 4746
4747,data2: 4747,data3: 4747,data4: 4747,data5: 4747,data6: 4747,data7: 4747,data8: 4747,data9: 4747,data10: 4747
4748,data2: 4748,data3: 4748,data4: 4748,data5: 4748,data6: 4748,data7: 4748,data8: 4748,data9: 4748,data10: 4748
4749,data2: 4749,data3: 4749,data4: 4749,data5: 4749,data6: 4749,data7: 4749,data8: 4749,data9: 4749,data10: 4749
4750,data2: 4750,data3: 4750,data4: 4750,data5: 4750,data6: 4750,data7: 4750,data8: 4750,data9: 4750,data10: 4750
4751,data2: 4751,data3: 4751,data4: 4751,data5: 4751,data6: 4751,data7: 4751,data8: 4751,data9: 4751,data10: 4751
4752,data2: 4752,data3: 4752,data4: 4752,data5: 4752,data6: 4752,data7: 4752,data8: 4752,data9: 4752,data10: 4752
4753,data2: 4753,data3: 4753,data4: 4753,data5: 4753,data6: 4753,data7: 4753,data8: 4753,data9: 4753,data10: 4753
4754,data2: 4754,data3: 4754,data4: 4754,data5: 4754,data6: 4754,data7: 4754,data8: 4754,data9: 4754,data10: 4754
4755,data2: 4755,data3: 4755,data4: 4755,data5: 4755,data6: 4755,data7: 4755,data8: 4755,data9: 4755,data10: 4755
4756,data2: 4756,data3: 4756,data4: 4756,data5: 4756,data6: 4756,data7: 4756,data8: 4756,data9: 4756,data10: 4756
4757,data2: 4757,data3: 4757,data4: 4757,data5: 4757,data6: 4757,data7: 4757,data8: 4757,data9: 4757,data10: 4757
4758,data2: 4758,data3: 4758,data4: 4758,data5: 4758,data6: 4758,data7: 4758,data8: 4758,data9: 4758,data10: 4758
4759,data2: 4759,data3: 4759,data4: 4759,data5: 4759,data6: 4759,data7: 4759,data8: 4759,data9: 4759,data10: 4759
4760,data2: 4760,data3: 4760,data4: 4760,data5: 4760,data6: 4760,data7: 4760,data8: 4760,data9: 4760,data10: 4760
4761,data2: 4761,data3: 4761,data4: 4761,data5: 4761,data6: 4761,data7: 4761,data8: 4761,data9: 4761,data10: 4761
4762,data2: 4762,data3: 4762,data4: 4762,data5: 4762,data6: 4762,data7: 4762,data8: 4762,data9: 4762,data10: 4762
4763,data2: 4763,data3: 4763,data4: 4763,data5: 4763,data6: 4763,data7: 4763,data8: 4763,data9: 4763,data10: 4763
4764,data2: 4764,data3: 4764,data4: 4764,data5: 4764,data6: 4764,data7: 4764,data8: 4764,data9: 4764,data10: 4764
4765,data2: 4765,data3: 4765,data4: 4765,data5: 4765,data6: 4765,data7: 4765,data8: 4765,data9: 4765,data10: 4765
4766,data2: 4766,data3: 4766,data4: 4766,data5: 4766,data6: 4766,data7: 4766,data8: 4766,data9: 4766,data10: 4766
4767,data2: 4767,data3: 4767,data4: 4767,data5: 4767,data6: 4767,data7: 4767,data8: 4767,data9: 4767,data10: 4767
4768,data2: 4768,data3: 4768,data4: 4768,data5: 4768,data6: 4768,data7: 4768,data8: 4768,data9: 4768,data10: 4768
4769,data2: 4769,data3: 4769,data4: 4769,data5: 4769,data6: 4769,data7: 4769,data8: 4769,data9: 4769,data10: 4769
4770,data2: 4770,data3: 4770,data4: 4770,data5: 4770,data6: 4770,data7: 4770,data8: 4770,data9: 4770,data10: 4770
4771,data2: 4771,data3: 4771,data4: 4771,data5: 4771,data6: 4771,data7: 4771,data8: 4771,data9: 4771,data10: 4771
4772,data2: 4772,data3: 4772,data4: 4772,data5: 4772,data6: 4772,data7: 4772,data8: 4772,data9: 4772,data10: 4772
4773,data2: 4773,data3: 4773,data4: 4773,data5: 4773,data6: 4773,data7: 4773,data8: 4773,data9: 4773,data10: 4773
4774,data2: 4774,data3: 4774,data4: 4774,data5: 4774,data6: 4774,data7: 4774,data8: 4774,data9: 4774,data10: 4774
4775,data2: 4775,data3: 4775,data4: 4775,data5: 4775,data6: 4775,data7: 4775,data8: 4775,data9: 4775,data10: 4775
4776,data2: 4776,data3: 4776,data4: 4776,data5: 4776,data6: 4776,data7: 4776,data8: 4776,data9: 4776,data10: 4776
4777,data2: 4777,data3: 4777,data4: 4777,data5: 4777,data6: 4777,data7: 4777,data8: 4777,data9: 4777,data10: 4777
4778,data2: 4778,data3: 4778,data4: 4778,data5: 4778,data6: 4778,data7: 4778,data8: 4778,data9: 4778,data10: 4778
4779,data2: 4779,data3: 4779,data4: 4779,data5: 4779,data6: 4779,data7: 4779,data8: 4779,data9: 4779,data10: 4779
4780,data2: 4780,data3: 4780,data4: 4780,data5: 4780,data6: 4780,data7: 4780,data8: 4780,data9: 4780,data10: 4780
4781,data2: 4781,data3: 4781,data4: 4781,data5: 4781,data6: 4781,data7: 4781,data8: 4781,data9: 4781,data10: 4781
4782,data2: 4782,data3: 4782,data4: 4782,data5: 4782,data6: 4782,data7: 4782,data8: 4782,data9: 4782,data10: 4782
4783,data2: 4783,data3: 4783,data4: 4783,data5: 4783,data6: 4783,data7: 4783,data8: 4783,data9: 4783,data10: 4783
4784,data2: 4784,data3: 4784,data4: 4784,data5: 4784,data6: 4784,data7: 4784,data8: 4784,data9: 4784,data10: 4784
4785,data2: 4785,data3: 4785,data4: 4785,data5: 4785,data6: 4785,data7: 4785,data8: 4785,data9: 4785,data10: 4785
4786,data2: 4786,data3: 4786,data4: 4786,data5: 4786,data6: 4786,data7: 4786,data8: 4786,data9: 4786,data10: 4786
4787,data2: 4787,data3: 4787,data4: 4787,data5: 4787,data6: 4787,data7: 4787,data8: 4787,data9: 4787,data10: 4787
4788,data2: 4788,data3: 4788,data4: 4788,data5: 4788,data6: 4788,data7: 4788,data8: 4788,data9: 4788,data10: 4788
4789,data2: 4789,data3: 4789,data4: 4789,data5: 4789,data6: 4789,data7: 4789,data8: 4789,data9: 4789,data10: 4789
4790,data2: 4790,data3: 4790,data4: 4790,data5: 4790,data6: 4790,data7: 4790,data8: 4790,data9: 4790,data10: 4790
4791,data2: 4791,data3: 4791,data4: 4791,data5: 4791,data6: 4791,data7: 4791,data8: 4791,data9: 4791,data10: 4791
4792,data2: 4792,data3: 4792,data4: 4792,data5: 4792,data6: 4792,data7: 4792,data8: 4792,data9: 4792,data10: 4792
4793,data2: 4793,data3: 4793,data4: 4793,data5: 4793,data6: 4793,data7: 4793,data8: 4793,data9: 4793,data10: 4793
4794,data2: 4794,data3: 4794,data4: 4794,data5: 4794,data6: 4794,data7: 4794,data8: 4794,data9: 4794,data10: 4794
4795,data2: 4795,data3: 4795,data4: 4795,data5: 4795,data6: 4795,data7: 4795,data8: 4795,data9: 4795,data10: 4795
4796,data2: 4796,data3: 4796,data4: 4796,data5: 4796,data6: 4796,data7: 4796,data8: 4796,data9: 4796,data10: 4796
4797,data2: 4797,data3: 4797,data4: 4797,data5: 4797,data6: 4797,data7: 4797,data8: 4797,data9: 4797,data10: 4797
4798,data2: 4798,data3: 4798,data4: 4798,data5: 4798,data6: 4798,data7: 4798,data8: 4798,data9: 4798,data10: 4798
4799,data2: 4799,data3: 4799,data4: 4799,data5: 4799,data6: 4799,data7: 4799,data8: 4799,data9: 4799,data10: 4799
4800,data2: 4800,data3: 4800,data4: 4800,data5: 4800,data6: 4800,data7: 4800,data8: 4800,data9: 4800,data10: 4800
233,2334,malformed data!!!!
4801,data2: 4801,data3: 4801,data4: 4801,data5: 4801,data6: 4801,data7: 4801,data8: 4801,data9: 4801,data10: 4801
4802,data2: 4802,data3: 4802,data4: 4802,data5: 4802,data6: 4802,data7: 4802,data8: 4802,data9: 4802,data10: 4802
4803,data2: 4803,data3: 4803,data4: 4803,data5: 4803,data6: 4803,data7: 4803,data8: 4803,data9: 4803,data10: 4803
4804,data2: 4804,data3: 4804,data4: 4804,data5: 4804,data6: 4804,data7: 4804,data8: 4804,data9: 4804,data10: 4804
4805,data2: 4805,data3: 4805,data4: 4805,data5: 4805,data6: 4805,data7: 4805,data8: 4805,data9: 4805,data10: 4805
4806,data2: 4806,data3: 4806,data4: 4806,data5: 4806,data6: 4806,data7: 4806,data8: 4806,data9: 4806,data10: 4806
4807,data2: 4807,data3: 4807,data4: 4807,data5: 4807,data6: 4807,data7: 4807,data8: 4807,data9: 4807,data10: 4807
4808,data2: 4808,data3: 4808,data4: 4808,data5: 4808,data6: 4808,data7: 4808,data8: 4808,data9: 4808,data10: 4808
4809,data2: 4809,data3: 4809,data4: 4809,data5: 4809,data6: 4809,data7: 4809,data8: 4809,data9: 4809,data10: 4809
4810,data2: 4810,data3: 4810,data4: 4810,data5: 4810,data6: 4810,data7: 4810,data8: 4810,data9: 4810,data10: 4810
4811,data2: 4811,data3: 4811,data4: 4811,data5: 4811,data6: 4811,data7: 4811,data8: 4811,data9: 4811,data10: 4811
4812,data2: 4812,data3: 4812,data4: 4812,data5: 4812,data6: 4812,data7: 4812,data8: 4812,data9: 4812,data10: 4812
4813,data2: 4813,data3: 4813,data4: 4813,data5: 4813,data6: 4813,data7: 4813,data8: 4813,data9: 4813,data10: 4813
4814,data2: 4814,data3: 4814,data4: 4814,data5: 4814,data6: 4814,data7: 4814,data8: 4814,data9: 4814,data10: 4814
4815,data2: 4815,data3: 4815,data4: 4815,data5: 4815,data6: 4815,data7: 4815,data8: 4815,data9: 4815,data10: 4815
4816,data2: 4816,data3: 4816,data4: 4816,data5: 4816,data6: 4816,data7: 4816,data8: 4816,data9: 4816,data10: 4816
4817,data2: 4817,data3: 4817,data4: 4817,data5: 4817,data6: 4817,data7: 4817,data8: 4817,data9: 4817,data10: 4817
4818,data2: 4818,data3: 4818,data4: 4818,data5: 4818,data6: 4818,data7: 4818,data8: 4818,data9: 4818,data10: 4818
4819,data2: 4819,data3: 4819,data4: 4819,data5: 4819,data6: 4819,data7: 4819,data8: 4819,data9: 4819,data10: 4819
4820,data2: 4820,data3: 4820,data4: 4820,data5: 4820,data6: 4820,data7: 4820,data8: 4820,data9: 4820,data10: 4820
4821,data2: 4821,data3: 4821,data4: 4821,data5: 4821,data6: 4821,data7: 4821,data8: 4821,data9: 4821,data10: 4821
4822,data2: 4822,data3: 4822,data4: 4822,data5: 4822,data6: 4822,data7: 4822,data8: 4822,data9: 4822,data10: 4822
4823,data2: 4823,data3: 4823,data4: 4823,data5: 4823,data6: 4823,data7: 4823,data8: 4823,data9: 4823,data10: 4823
4824,data2: 4824,data3: 4824,data4: 4824,data5: 4824,data6: 4824,data7: 4824,data8: 4824,data9: 4824,data10: 4824
4825,data2: 4825,data3: 4825,data4: 4825,data5: 4825,data6: 4825,data7: 4825,data8: 4825,data9: 4825,data10: 4825
4826,data2: 4826,data3: 4826,data4: 4826,data5: 4826,data6: 4826,data7: 4826,data8: 4826,data9: 4826,data10: 4826
4827,data2: 4827,data3: 4827,data4: 4827,data5: 4827,data6: 4827,data7: 4827,data8: 4827,data9: 4827,data10: 4827
4828,data2: 4828,data3: 4828,data4: 4828,data5: 4828,data6: 4828,data7: 4828,data8: 4828,data9: 4828,data10: 4828
4829,data2: 4829,data3: 4829,data4: 4829,data5: 4829,data6: 4829,data7: 4829,data8: 4829,data9: 4829,data10: 4829
4830,data2: 4830,data3: 4830,data4: 4830,data5: 4830,data6: 4830,data7: 4830,data8: 4830,data9: 4830,data10: 4830
4831,data2: 4831,data3: 4831,data4: 4831,data5: 4831,data6: 4831,data7: 4831,data8: 4831,data9: 4831,data10: 4831
4832,data2: 4832,data3: 4832,data4: 4832,data5: 4832,data6: 4832,data7: 4832,data8: 4832,data9: 4832,data10: 4832
4833,data2: 4833,data3: 4833,data4: 4833,data5: 4833,data6: 4833,data7: 4833,data8: 4833,data9: 4833,data10: 4833
4834,data2: 4834,data3: 4834,data4: 4834,data5: 4834,data6: 4834,data7: 4834,data8: 4834,data9: 4834,data10: 4834
4835,data2: 4835,data3: 4835,data4: 4835,data5: 4835,data6: 4835,data7: 4835,data8: 4835,data9: 4835,data10: 4835
4836,data2: 4836,data3: 4836,data4: 4836,data5: 4836,data6: 4836,data7: 4836,data8: 4836,data9: 4836,data10: 4836
4837,data2: 4837,data3: 4837,data4: 4837,data5: 4837,data6: 4837,data7: 4837,data8: 4837,data9: 4837,data10: 4837
4838,data2: 4838,data3: 4838,data4: 4838,data5: 4838,data6: 4838,data7: 4838,data8: 4838,data9: 4838,data10: 4838
4839,data2: 4839,data3: 4839,data4: 4839,data5: 4839,data6: 4839,data7: 4839,data8: 4839,data9: 4839,data10: 4839
4840,data2: 4840,data3: 4840,data4: 4840,data5: 4840,data6: 4840,data7: 4840,data8: 4840,data9: 4840,data10: 4840
4841,data2: 4841,data3: 4841,data4: 4841,data5: 4841,data6: 4841,data7: 4841,data8: 4841,data9: 4841,data10: 4841
4842,data2: 4842,data3: 4842,data4: 4842,data5: 4842,data6: 4842,data7: 4842,data8: 4842,data9: 4842,data10: 4842
4843,data2: 4843,data3: 4843,data4: 4843,data5: 4843,data6: 4843,data7: 4843,data8: 4843,data9: 4843,data10: 4843
4844,data2: 4844,data3: 4844,data4: 4844,data5: 4844,data6: 4844,data7: 4844,data8: 4844,data9: 4844,data10: 4844
4845,data2: 4845,data3: 4845,data4: 4845,data5: 4845,data6: 4845,data7: 4845,data8: 4845,data9: 4845,data10: 4845
4846,data2: 4846,data3: 4846,data4: 4846,data5: 4846,data6: 4846,data7: 4846,data8: 4846,data9: 4846,data10: 4846
4847,data2: 4847,data3: 4847,data4: 4847,data5: 4847,data6: 4847,data7: 4847,data8: 4847,data9: 4847,data10: 4847
4848,data2: 4848,data3: 4848,data4: 4848,data5: 4848,data6: 4848,data7: 4848,data8: 4848,data9: 4848,data10: 4848
4849,data2: 4849,data3: 4849,data4: 4849,data5: 4849,data6: 4849,data7: 4849,data8: 4849,data9: 4849,data10: 4849
4850,data2: 4850,data3: 4850,data4: 4850,data5: 4850,data6: 4850,data7: 4850,data8: 4850,data9: 4850,data10: 4850
4851,data2: 4851,data3: 4851,data4: 4851,data5: 4851,data6: 4851,data7: 4851,data8: 4851,data9: 4851,data10: 4851
4852,data2: 4852,data3: 4852,data4: 4852,data5: 4852,data6: 4852,data7: 4852,data8: 4852,data9: 4852,data10: 4852
4853,data2: 4853,data3: 4853,data4: 4853,data5: 4853,data6: 4853,data7: 4853,data8: 4853,data9: 4853,data10: 4853
4854,data2: 4854,data3: 4854,data4: 4854,data5: 4854,data6: 4854,data7: 4854,data8: 4854,data9: 4854,data10: 4854
4855,data2: 4855,data3: 4855,data4: 4855,data5: 4855,data6: 4855,data7: 4855,data8: 4855,data9: 4855,data10: 4855
4856,data2: 4856,data3: 4856,data4: 4856,data5: 4856,data6: 4856,data7: 4856,data8: 4856,data9: 4856,data10: 4856
4857,data2: 4857,data3: 4857,data4: 4857,data5: 4857,data6: 4857,data7: 4857,data8: 4857,data9: 4857,data10: 4857
4858,data2: 4858,data3: 4858,data4: 4858,data5: 4858,data6: 4858,data7: 4858,data8: 4858,data9: 4858,data10: 4858
4859,data2: 4859,data3: 4859,data4: 4859,data5: 4859,data6: 4859,data7: 4859,data8: 4859,data9: 4859,data10: 4859
4860,data2: 4860,data3: 4860,data4: 4860,data5: 4860,data6: 4860,data7: 4860,data8: 4860,data9: 4860,data10: 4860
4861,data2: 4861,data3: 4861,data4: 4861,data5: 4861,data6: 4861,data7: 4861,data8: 4861,data9: 4861,data10: 4861
4862,data2: 4862,data3: 4862,data4: 4862,data5: 4862,data6: 4862,data7: 4862,data8: 4862,data9: 4862,data10: 4862
4863,data2: 4863,data3: 4863,data4: 4863,data5: 4863,data6: 4863,data7: 4863,data8: 4863,data9: 4863,data10: 4863
4864,data2: 4864,data3: 4864,data4: 4864,data5: 4864,data6: 4864,data7: 4864,data8: 4864,data9: 4864,data10: 4864
4865,data2: 4865,data3: 4865,data4: 4865,data5: 4865,data6: 4865,data7: 4865,data8: 4865,data9: 4865,data10: 4865
4866,data2: 4866,data3: 4866,data4: 4866,data5: 4866,data6: 4866,data7: 4866,data8: 4866,data9: 4866,data10: 4866
4867,data2: 4867,data3: 4867,data4: 4867,data5: 4867,data6: 4867,data7: 4867,data8: 4867,data9: 4867,data10: 4867
4868,data2: 4868,data3: 4868,data4: 4868,data5: 4868,data6: 4868,data7: 4868,data8: 4868,data9: 4868,data10: 4868
4869,data2: 4869,data3: 4869,data4: 4869,data5: 4869,data6: 4869,data7: 4869,data8: 4869,data9: 4869,data10: 4869
4870,data2: 4870,data3: 4870,data4: 4870,data5: 4870,data6: 4870,data7: 4870,data8: 4870,data9: 4870,data10: 4870
4871,data2: 4871,data3: 4871,data4: 4871,data5: 4871,data6: 4871,data7: 4871,data8: 4871,data9: 4871,data10: 4871
4872,data2: 4872,data3: 4872,data4: 4872,data5: 4872,data6: 4872,data7: 4872,data8: 4872,data9: 4872,data10: 4872
4873,data2: 4873,data3: 4873,data4: 4873,data5: 4873,data6: 4873,data7: 4873,data8: 4873,data9: 4873,data10: 4873
4874,data2: 4874,data3: 4874,data4: 4874,data5: 4874,data6: 4874,data7: 4874,data8: 4874,data9: 4874,data10: 4874
4875,data2: 4875,data3: 4875,data4: 4875,data5: 4875,data6: 4875,data7: 4875,data8: 4875,data9: 4875,data10: 4875
4876,data2: 4876,data3: 4876,data4: 4876,data5: 4876,data6: 4876,data7: 4876,data8: 4876,data9: 4876,data10: 4876
4877,data2: 4877,data3: 4877,data4: 4877,data5: 4877,data6: 4877,data7: 4877,data8: 4877,data9: 4877,data10: 4877
4878,data2: 4878,data3: 4878,data4: 4878,data5: 4878,data6: 4878,data7: 4878,data8: 4878,data9: 4878,data10: 4878
4879,data2: 4879,data3: 4879,data4: 4879,data5: 4879,data6: 4879,data7: 4879,data8: 4879,data9: 4879,data10: 4879
4880,data2: 4880,data3: 4880,data4: 4880,data5: 4880,data6: 4880,data7: 4880,data8: 4880,data9: 4880,data10: 4880
4881,data2: 4881,data3: 4881,data4: 4881,data5: 4881,data6: 4881,data7: 4881,data8: 4881,data9: 4881,data10: 4881
4882,data2: 4882,data3: 4882,data4: 4882,data5: 4882,data6: 4882,data7: 4882,data8: 4882,data9: 4882,data10: 4882
4883,data2: 4883,data3: 4883,data4: 4883,data5: 4883,data6: 4883,data7: 4883,data8: 4883,data9: 4883,data10: 4883
4884,data2: 4884,data3: 4884,data4: 4884,data5: 4884,data6: 4884,data7: 4884,data8: 4884,data9: 4884,data10: 4884
4885,data2: 4885,data3: 4885,data4: 4885,data5: 4885,data6: 4885,data7: 4885,data8: 4885,data9: 4885,data10: 4885
4886,data2: 4886,data3: 4886,data4: 4886,data5: 4886,data6: 4886,data7: 4886,data8: 4886,data9: 4886,data10: 4886
4887,data2: 4887,data3: 4887,data4: 4887,data5: 4887,data6: 4887,data7: 4887,data8: 4887,data9: 4887,data10: 4887
4888,data2: 4888,data3: 4888,data4: 4888,data5: 4888,data6: 4888,data7: 4888,data8: 4888,data9: 4888,data10: 4888
4889,data2: 4889,data3: 4889,data4: 4889,data5: 4889,data6: 4889,data7: 4889,data8: 4889,data9: 4889,data10: 4889
4890,data2: 4890,data3: 4890,data4: 4890,data5: 4890,data6: 4890,data7: 4890,data8: 4890,data9: 4890,data10: 4890
4891,data2: 4891,data3: 4891,data4: 4891,data5: 4891,data6: 4891,data7: 4891,data8: 4891,data9: 4891,data10: 4891
4892,data2: 4892,data3: 4892,data4: 4892,data5: 4892,data6: 4892,data7: 4892,data8: 4892,data9: 4892,data10: 4892
4893,data2: 4893,data3: 4893,data4: 4893,data5: 4893,data6: 4893,data7: 4893,data8: 4893,data9: 4893,data10: 4893
4894,data2: 4894,data3: 4894,data4: 4894,data5: 4894,data6: 4894,data7: 4894,data8: 4894,data9: 4894,data10: 4894
4895,data2: 4895,data3: 4895,data4: 4895,data5: 4895,data6: 4895,data7: 4895,data8: 4895,data9: 4895,data10: 4895
4896,data2: 4896,data3: 4896,data4: 4896,data5: 4896,data6: 4896,data7: 4896,data8: 4896,data9: 4896,data10: 4896
4897,data2: 4897,data3: 4897,data4: 4897,data5: 4897,data6: 4897,data7: 4897,data8: 4897,data9: 4897,data10: 4897
4898,data2: 4898,data3: 4898,data4: 4898,data5: 4898,data6: 4898,data7: 4898,data8: 4898,data9: 4898,data10: 4898
4899,data2: 4899,data3: 4899,data4: 4899,data5: 4899,data6: 4899,data7: 4899,data8: 4899,data9: 4899,data10: 4899
4900,data2: 4900,data3: 4900,data4: 4900,data5: 4900,data6: 4900,data7: 4900,data8: 4900,data9: 4900,data10: 4900
233,2334,malformed data!!!!
4901,data2: 4901,data3: 4901,data4: 4901,data5: 4901,data6: 4901,data7: 4901,data8: 4901,data9: 4901,data10: 4901
